Date,Horoscopes,Overview,Love,Dating,Work,Bonus
"June 27, 2021",Capricorn,"As a Capricorn, you tend to pride yourself on being able to hold it all together. Let that facade fall away today, as the nurturing moon meets up with your ruling planet, structure-seeking Saturn. This meeting is likely to help release any pent-up feelings—especially those concerning money or self-worth. Thankfully, the mood picks up later on when Luna connects with playful Mercury.
","Capricorn, you're sorting out your priorities and reflecting on your values systems. On a more challenging note, however, today's square between the moon in your stability-seeking second house of self-worth and freedom-loving Uranus in your romantic fifth house of love, creates friction between your desires for affection and your sense of stability. How can you find a healthy balance between both? Remember, the moon rules your relationship sector, so its conjunction with your planetary ruler, Saturn, could bring a sobering truth to the surface—especially when it comes to your lover's emotional needs. Are you comfortable expressing your emotions? It's the key to the intimacy you seek.
","You're feeling more chatty than usual, but you should still try to keep your mind focused and engaged with whatever big-picture project you've decided to throw yourself into these days.","Capricorn, expect luck with receiving the financial support you’ve waited for. This could come in the form of new clients, investors, or a solid contract. Venus, the planet ruling over money, is moving into the sign of Leo in your eighth house of shared resources. This could be the result of your hard work and sweat equity. Be proud of your creation, others will help your growth at this time. 
",Flighty people are distracting you. Wait until they leave the scene to continue.
"June 28, 2021",Aquarius,"Don’t expect to bolt forward into the week ahead, Aquarius. Monday’s skies offer up a slow and steady energy, as the nurturing moon finishes her stay in your sign. Send your energy towards your body, health, and unexpressed feelings to make the most of today. Later on, the moon wades into creative Pisces and merges with aspirational Jupiter, giving you fresh inspiration to apply towards your talents.
","Razzle, dazzle them, Aquarius. Single? With both Mars and Venus sizzling through your committed seventh house of agreements, compromise, significant others, and one-on-one connections, you're not only feeling bold enough to approach your lover but also attracting potential suitors left and right. Meanwhile, with the moon sitting next to Jupiter in your comfort-seeking second house of value systems, one thing's for sure: You're feeling yourself, and with good reason. Remember: The moon determines your mood, and Jupiter expands everything it touches. So, what do you think happens when these two come together via this Venus-ruled house? You're well aware of your worth, and so is everyone else.
","Your feelings are making life a little more difficult than usual, but you should be able to get your way without much sweat. You might have to take time out with a friend to unburden yourself.","Water-bearer, the cosmos is empowering you to be yourself! You can feel encouraged in sharing your unique ideas today. This will serve you well at this time! The Aquarius moon is invigorating you while making a positive connection to communicative Mercury in Gemini in your fifth house of self-expression. You could find yourself in important meetings with others regarding a creative project. The good news is that the energy is clear enough for this to go well. Be outspoken and make the biggest impact.
",Get ready -- those flirt-filled conversations will finally add up to something real.
"June 29, 2021",Aquarius,"Your talents are looking to be put to good use today, Aquarius. Lean into the special set of skills that only you possess and bring them to life. The soulful Pisces moon pushes you to engage in productive action, making it easy to apply yourself to any looming workloads. Meanwhile, Luna’s electric link with Uranus offers up unexpected insights on the home and family front.
","The moon continues to hover over your second house of stability, finances, and value systems, and it will simultaneously form a harmonious trine to the sun—the ruler of your committed seventh house of agreements, negotiations, and significant others. This is all happening via your sixth house of details, daily rituals, and due diligence. Putting someone under your microscope, Aquarius? Perhaps you're realizing that they haven’t been dedicating enough time to the relationship. Whether it be you or your significant other, one thing's for sure: Something's being brought to your conscious awareness. Luna's square to Mercury creates friction between your logical mind and intuitive mind. But you already know what time it is.
","It's a good day to put things off. Everything is a little harder than usual for you to deal with today. Relationship issues should wait until at least tomorrow, if not for a much longer time.","Aquarius, be careful not to overspend in your work project budget. There can be the tendency to do this today—thanks to the Pisces moon in your second house of money forming a square aspect with Mercury in Gemini in your creative sector. Perhaps there is miscommunication and you miss some details regarding line items in your project. Jupiter is also retrograde, which this can also bring some support. Just look for where you can make changes, and it will resolve itself. 
",Your routine could use a shake-up -- weeknight socializing and weekend nesting.
"June 30, 2021",Aquarius,"Tap into your skills and abilities today, Aquarius. The universe is turning up the imagination dial, so it’s best to use that inspired energy towards a productive pursuit. The dreamy Pisces moon merges with visionary Neptune, offering you the chance to pull down inspiration and make good use of it. Later, Luna’s meet-up with truth-seeking Pluto offers healing clarity around self-sabotaging behavior.
","Never underestimate the power of your magic, Aquarius. Despite the innate responsibility stemming from the sun's journey through your dutiful sixth house of daily rituals and due diligence, today's moon will join forces with Neptune via your gifted second house of comfort, money, talents, and value systems. Single? You'll go above and beyond for your love—especially if it requires you to invest your time and energy. However, Luna's sextile to Pluto in your karmic twelfth house could come with a lesson or two. Mars' opposition to Saturn in your sign begs to differ, so don't be afraid to stand up for yourself.
","Everything changes in an instant today, some things for the better, some not so much. It's a good day to get your people to deal with things as they happen instead of waiting to react.","Water-bearer, the Pisces moon is highlighting your second house of self-worth and earned income. Challenging conversations surrounding your income or the money you earn from your creative projects can come up today. Perhaps you have not been asking for your worth? This is a time where you can have some tense conversations surrounding this. It might be beneficial to choose a day with clear energy, it is a bit foggy and may bring challenges in getting your point across.
",A sea of details? Fear you'll never get your head above water? You will -- soon.
"July 1, 2021",Aquarius,"July’s arrival brings some stressful stories to the forefront of your awareness, Aquarius. Aggressive Mars locks into an intense stare down with your ruling planet, limit-setting Saturn. This unsettling contact flares tensions on the relationship front and can increase hostile situations with other people. It’s not a bad idea to lay low socially and to be cautious with your physical being, as this aspect discourages risky activities.
","There's a difference between speaking your mind and being vulnerable in a situation, Aquarius. Single or attached, it's important to express yourself and communicate openly in your relationship, as opposed to dismissing the situation entirely. There's only so much detaching you can do, you know. In the meantime, the moon will enter Aries and your curious third house of communication, thought process, and immediate surroundings today. But it will also join forces with the wounded healer, Chiron. Luna will also be in harmony with both Mars and Venus in your relationship sector, energizing and caramelizing the dynamic between you and your cutie. Again, honesty is the best policy.
","You'll be in for a smoother, happier relationship as soon as these unexpected volcanic eruptions finally settle down. (With any luck, though, you'll hang onto just a little bit of that fiery, earthshaking excitement.)","Water-bearer, you are extremely focused on your work today! The Cancer sun is in your sixth house of work and duty, illuminating this area of your life. On top of this, the intense Aries moon is in your third house of communication and forming a difficult aspect with the sun. Be sure to also be mindful of discussions with others. You may be so focused on your tasks, that you forget to communicate crucial project information. Take note of what’s missing and check for accuracy. 
",Have you gotten a bit rigid with some of your ideas? Open up a little.
"July 2, 2021",Aquarius,"You’ve got things to get off your chest today, Aquarius. Rather than bottling them up and chewing on them rationally, aim to share from a vulnerable place. The moon’s presence in capable Aries encourages you to put your mind to good use too, making it a good day to engage in any mentally strenuous activities. Luna’s link to Mercury offers up healing conversations on the romantic front.
","The moon continues to ignite your curious third house of communication, thought process, and inner circles—highlighting everything from your immediate exchanges to your local network of peers. Crushing on your cutie, Aquarius? The good news is, Luna will be making a sweet sextile to Mercury, amidst its journey through your flirtatious fifth house of love, passion, and pleasure. This, in turn, harmonizes your emotions and thoughts. Although, before you look too deep into it, check in with yourself. There's nothing to fear, so go with the flow. This is especially true when considering Luna's square to Pluto, as it's prone to triggering compulsion or emotional intensity.
",You'll surprise yourself with some weirdly out-of-character behavior -- and you might attract the very person you've been eyeing all night.,"Aquarius, this is an ideal time to collaborate with others. The planet of relationships, Venus is forming a connection with Mars in Leo in your house of work relationships. You can find a lot of luck in gaining new ideas, perspectives, and ultimately growing your business. Tap into your fun-filled and creative side, Water-bearer. This is also a time where you will be extremely focused on your work day with the Cancer sun illuminating this part of your chart. 
 
",Anything worth having is worth the compromise -- give in to get what you want.
"July 3, 2021",Aquarius,"Saturday’s skies are undoubtedly heated, Aquarius. Aggressive Mars locks into a square with erratic Uranus today, raising tempers and intensifying relationship matters. This aspect highlights any underlying tensions existing between your family past and relationship present. What old stories from your early upbringing are hindering your growth in the here and now? This aspect demands that freedom be honored and a physical outlet is encouraged.
","Get clear on what you want, Aquarius. Single, attached, or completely smitten, today's charming sextile between the moon in your domestic fourth house of home and Jupiter via your stability-seeking second house of value systems, asks you to prioritize the people, places, and things that remind you of home. What do you value in a romantic relationship? Would you bring them home for Thanksgiving? Luna's square to Venus in your committed relationship sector will challenge you to decide between your desires for affection and your innate desire for stability. It's time to decide.
","Take a little extra care when you're making arrangements, even with your good friends. Misunderstandings could trip you all up and freak someone out if you're not careful.","Dear Aquarius, communication is key today and the universe is giving you some tension with others in order to realize this. Be careful not to make mountains out of molehills when issues occur with colleagues in your day to day work life today. The self-care oriented Cancer sun is in your sixth house of work and forming a harsh aspect with Chiron in Aries in your communication sector. You may not agree on everything, but taking time with how you articulate yourself and navigate issues is key.
 
",Proceed with caution at work -- look beneath the surface and you'll see surprising things.
"June 27, 2021",Aquarius,"Don’t get in your own head today, Aquarius. You’re likely to be dealing head-on with issues concerning your individuality and independence, as the moon’s presence in your sign turns your attention to your most pressing needs. Luna’s union with your ruler, stoic Saturn, may prompt an unexpected emotional release. Thankfully, Luna’s playful meet-up with Mercury later on encourages self-expression through creative outlets.
","You're in your feels today, and let's face it: You're not very fond of wearing your emotions on your sleeve, Aquarius. The good news is coquettish Venus will be making her sparkling debut in your relationship sector, which is always lovely for romance and attracting potential suitors. The bad news is, you may or may not pay much attention to this gift from the cosmos, as the moon will conjunct Saturn in your sign in the process. “Alexa, play Simon and Garfunkel's ‘The Sound of Silence.’” Sounds dramatic, but again, you're dealing with some stuff you can't seem to ignore. So, take care of you.
","Don't just use boring old words to get your point across. Construct puzzles, scavenger hunts, and complex body language ballets to communicate today. You can impress all the right people!","Dear Aquarius, now is an ideal time to partner with others. Collaborations can prove to be lucrative, especially in creative projects. Venus, the planet of balance, is moving into the expressive sign of Leo in your relationship sector. This could bring along new opportunities to work with someone positive that can bring ideas. The Aquarius moon is also empowering you in your innovative spirit so tap into this natural superpower. Be open with your ideas too.
",It's a good day to embrace your inner oddball. You're unique -- let the world know!
"June 28, 2021",Pisces,"Monday’s skies are mostly aimless, Pisces. Luna spends the day in heady Aquarius without any contact- rendering a low-key, low-energy day. Aim to catch up on rest and spend time in solitude. Later on, the moon leaps into your sign and merges with your ruling planet, spiritual Jupiter. This helps you burst out of your shell and embrace an optimistic mood, while also unblocking any pent-up emotions.
","Follow your intuition when it comes to love, Pisces. Your heart may speak for itself, but not everyone deserves for you to give them the benefit of the doubt. Remember: The moon governs your expressive fifth house of love, passion, lust, and romance, and it will be joining forces with your traditional ruler, Jupiter, in your sign today. Emotions that feel larger-than-life? Maybe, but this doesn't mean you shouldn't cultivate more compassion for yourself in the process. Granted, with both Mars and Venus sizzling through your sixth house of divine duties, you could feel inspired and passionate about giving something your all. But make sure they deserve it first.
","You and your people are having the best time today. It might be that you've got to take time out for work or whatever, but you can have fun even sitting behind a desk. Enjoy the energy!","Dear Pisces, the universe is bringing fun back into your day-to-day work life again. You may have felt a sense of isolation and fatigue in the recent past. The planet of beauty, Venus, is in Leo in your sixth house of work and is joined by driven Mars. This is a time where creative tasks can fulfill you or, if you work with children, you can find joy in this area of life again. Take time to also get social with coworkers and associates! 
",Things that were once so clear are becoming foggy. Visibility is poor -- be careful.
"June 29, 2021",Pisces,"Tend to yourself first and foremost today, Pisces. The moon’s presence in your sign encourages you to ground back down into your body and openly share any unexpressed feelings. Luna’s presence here increases your sensitivity, so avoid overextending yourself socially and otherwise. Later on, the moon’s encouraging connection with breakthrough-bringing Uranus offers up insights on the state of your mental health.
","As the sun energizes and revitalizes your romantic fifth house of love, passion, and pleasure, it will harmoniously align with the moon amidst its journey through your sign. Wearing your heart on your sleeve much, Pisces? Why pretend as if you would have it any other way? Luna will also sextile freedom-loving Uranus in your curious third house of communication, thought process, and immediate surroundings. This, in turn, allows you to look at a romantic situation differently. Although, for some of you, this could take things to the virtual sphere—especially if you've been communicating with someone online. Have fun and, more importantly, be honest with yourself.
","You feel inspired to achieve greatness today, and your creative side is working like clockwork. You're popping up with all sorts of awesome ideas, and your implementation is really great as well.","Take your time navigating the workplace today, Pisces. Communication can feel strained, and it can feel challenging to get your point across to others. Working on more solitary tasks or even tapping into your creative side can feel more fulfilling for you. You can find miscommunication with the Pisces moon in your first house of self, stirring up emotion with a connection to communicative Mercury in Gemini. Take time to sort out your ideas and strategize before reacting.
","Your creativity needs exercise. Put together a meal, song, poem, or story."
"June 30, 2021",Pisces,"Be mindful of your boundaries today, Pisces. It can be hard to know where you start and others end, as the moon’s presence in your sign intensifies your sensitivity. Luna’s union with dreamy Neptune can lower energy levels and put rose-colored glasses on things, but it can also increase inspiration and imagination in a useful way. Later, the moon’s alignment with Pluto prompts healing conversations among friends.
","There's nothing wrong with opening your heart to the right person—unless you're over-giving without getting your end of the bargain, Pisces. This is especially significant for you to consider during this time, as the moon continues to journey through your sign. However, it will be joining forces with your enchanting planetary ruler, Neptune, in the process. This, of course, dissolves the boundaries between you and the energy all around you—so, be sure to stay grounded. The same goes for those of you in a romantic connection; don't fall for the bait just yet. You could be over-idealizing. Sleep on it instead. 
","Work is a drag, but only if your co-workers are bored. They're likely to cause trouble without really meaning to. It's best if you skip out or find a way to isolate yourself for the time being.","Dear Pisces, this is a positive day for you in terms of communication with others in your professional sphere. The Pisces moon is activating your first house of self and forming a supportive aspect with Uranus in Taurus in your third house of communication. Together, these energies are empowering you to speak your truth. If you can, plan important communication and meetings at work today.
",Let your imagination run wild! A fairy tale with a happy ending? It can happen!
"July 1, 2021",Pisces,"Your work environment is likely to act as a point of tension today, Pisces. Self-motivated Mars locks into an unsettling opposition with limit-setting Saturn, potentially thwarting forward movement on the job front. Rather than succumb to stress in this arena, step back, slow down, and re-evaluate what needs to realistically change for things to flow better. Which of your own behaviors are limiting your ability to act independently?
","There's nothing wrong with focusing on your coin, as long as you're not manifesting it with fear, Pisces. After all, the abundance you attract will spill into your love life as well, so conjure these blessings with a clear head. The moon is hovering over your stability-seeking second house of comfort, money, and value systems, highlighting everything from your money-making abilities to themes surrounding your self-worth. The catch? Luna will join the wounded healer, Chiron, which could, in turn, challenge you to revisit past wounds that perhaps stifled your sense of security once upon a time. Luna's trine to Mars-Venus reminds you to find an outlet for expression, even if it's between the sheets.
",Taking your lunch to work is a great idea -- just don't get suckered into lunchroom gossip. Chew on your own healthy tidbits and let the nosy people be; your boss will appreciate your quiet resolve (and good food sense).,"Pisces, tap into your emotions and intuition to guide your work today. The Cancer sun is in your fifth house of self-expression and creativity, encouraging this. Topics surrounding your financial worth can develop today, leaving you feeling stressed. The Aries moon is in your second house of earned income and is forming a challenging square with the Cancer sun. If you need to raise your rates, or ask your employer for more compensation, it can feel daunting. Do what feels right for you and your wallet.
","It's important to pay attention to what you eat. So, what is it you're eating?"
"July 2, 2021",Pisces,"You need productive action to help you move through the frustrations you’ve been dealing with, Pisces. The self-motivated Aries moon implores you to dust off any forgotten skills or talents and bring them into the light today. You’ve got everything you need to push ahead and further hone your abilities. Luna’s supportive link with mentally sharp Mercury offers healing conversations on the home and family front.
",Oh no! This content fell into a black hole. Please check back later for astrological insight!,A new connection has you so excited you can hardly see straight; a mental connection leads directly to a physical one.,"Dear Pisces, your second house of earned income and money is activated in a major way. Where have you sold yourself short? The Aries moon is in this area of your life, and forming an activating connection with Mars in Leo in your sixth house of work. This is motivating you to get things done and be the leader in your workplace. If you have a team, they could develop creative ideas that push everyone forward. Look on the bright side as energies improve in your work life today.
 
",Health concerns will be temporary -- focus on the future and take care of yourself.
"July 3, 2021",Pisces,"Your work life is likely to be a point of tension for you today, Pisces. Hotheaded Mars locks into a contentious square with rebellious Uranus, highlighting any dormant frustrations on the work front. This contact encourages you to seek space and freedom from outgrown circumstances. These planets may also take a toll on your health if you let anger bottle up, so aim to take on a physical outlet that helps you find release.
","While your traditional ruler, Jupiter, retrogrades through your sign, you're likely revisiting situations that took place in the spring, Pisces. And if you've got someone on your mind, then chances are there's still something that either lacks closure—or could perhaps use some healing. In the meantime, today's moon will touch down on your curious third house of communication, thought process, and local environment. This is highlighting everything from your immediate exchanges to a pending conversation that has yet to take place. Luna will also be in harmony with Jupiter. This allows you to look at the bright side of a situation… just don't lose sight of the bigger picture.
","Your closest friends will reach out to you. They need you, and you can't let them down right now -- but make sure that your own stuff gets taken care of, too.","Pisces, your creativity is at a high today! Try meditation, finding time alone to reflect and see what amazing ideas can pop into your mind. The positive Taurus moon is in your third house of communication and is forming a positive connection with the self-care oriented Cancer sun in your fifth house of self-expression. If you work with children, this also can be a positive aspect to bring the joy and fun back into your job.
",No one is as good at being impetuous as you -- throw caution to the wind and do it!
"June 27, 2021",Pisces,"Honor your need to be a hermit today, Pisces. The heady Aquarius moon pushes you to withdraw into a world of your own. Prioritize your peace and work to reconnect with nature. Luna’s union with heavy Saturn can start the day off slow and melancholic. Fortunately, the mood shifts considerably when the moon meets up with talkative Mercury. Aim to reconnect with family if you’re feeling ungrounded.
","Pisces, it's not that you're reluctant or opposed to the thought of falling head over heels in love with someone, you simply have too much going on behind the scenes at the moment. And to top it off, Venus' shift into Leo and your responsible sixth house of due diligence will continue to add bullet points to your tedious to-do list, with the exception that you'll be feeling inspired in the process. Single? It's not every day the goddess of love and romance wanders through the busiest house in your chart… not to mention the most mundane. So, expect the unexpected.
",You aren't all that bad at dealing with ambiguity. Perhaps you need to juggle quite a few variables in your head today. It's a great time to let your mind get as fuzzy as reality seems to be.,"Work can bring you joy today, Pisces. Fun-filled and exciting Venus in Leo is entering your sixth house of work and routine where it will join Mars. If you did not have any get-up-and-go, consider this your cosmic energy drink. Not only will you feel the desire to socialize with colleagues, but you can feel influenced to sign on to innovative and unique projects you are passionate about. If you manage a team, ensure that you bring in moments of fun to boost morale. 
",Don't agree to anything before you're ready -- it's okay to be noncommittal now.
